protocol_name,sheet_name,field_name,definition,field_type,format_text,unit,field_sheet_notes,version
Marsh Composition and Allometry,shrub count per quadrat,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,shrub_count,The count of shrubs in each quadrat,numeric,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,shrub_count_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,site_code,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,location_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,transect,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,quadrat,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,bush_id,An numeric identifier for each shrub measured in the quadrat,numeric,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,stem_count_alive,The count of alive stems for the sampled bush,numeric,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,stem_count_dead,The count of dead stems for the sampled bush,numeric,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,height_cm,The height of the shrub in centimeters,numeric,NA,centimeters,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,dimension_x_cm,The x dimension of the shrub in centimeters,numeric,NA,centimeters,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,dimension_y_cm,The y dimension of the shrub in centimeters,numeric,NA,centimeters,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,shrub_dimensions_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,site_code,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,location_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,transect,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,quadrat,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,bush_id,An numeric identifier for each shrub measured in the quadrat,numeric,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,stem_number,"Optional; use a numeric identifier for the six stems measured per shrub (1, 2, 3, 4, 5, 6)",numeric,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,stem_diameter_mm,The measured diameter of the stem in mm,numeric,NA,millimeters,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,alive_or_dead,"Indicate whether the stem count refers to ""alive"" or ""dead"" stems.",text,alive/dead,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,shrub_stem_measurements_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,site_code,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,location_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,data_collector,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,data_entry_person,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,sample_metadata_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,site_code,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,location_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,transect,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,quadrat,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,count,The count of each epifauna species in the quadrat,numeric,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,epifauna_abundance_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,site_code,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,location_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,transect,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,quadrat,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,crab_burrow_count,The count of crab burrows in the quadrat,numeric,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,crab_burrow_counts_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,site_code,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,location_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,transect,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,quadrat,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,sample_id,"Optional; use a numeric identifier for each sample measured (e.g. 1, 2, 3, etc.). Remember to only provide the measurements for the first 25 individuals per species in the quadrat",numeric,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,total_length_mm,"The total length of the bivalve or shelled gastropod, in millimeters",numeric,NA,millimeters,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,carapace_width_mm,"The measured carapace width for crabs ONLY, in mm",numeric,NA,millimeters,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,epifauna_measurements_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,transect,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_processing_year,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_processing_month,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_processing_day,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,quadrat,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,count,The count of each species in the sample,numeric,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,infauna_lab_notes,"Any additional notes regarding observations, context, or concerns about the data.",NA,NA,NA,NA,10.25573/serc.14896194.v1
Predation Assay,sample metadata,deployment_year,The year the predation assay bait was deployed in the field,numeric,YYYY,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,deployment_month,The month the predation assay bait was deployed in the field,numeric,MM,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,deployment_day,The day the panel predation assay bait deployed in the field,numeric,DD,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,transect,The transect at the location the sample came from: 1 or 2,numeric,NA,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,sample_deployment_time,The time the sample was deployed in the field in 24-hour format (local time),time,HH:MM,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,data_entry_person,Full name of data entry person,text,NA,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,deployment_year,The year the predation assay bait was deployed in the field,numeric,YYYY,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,deployment_month,The month the predation assay bait was deployed in the field,numeric,MM,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,deployment_day,The day the panel predation assay bait deployed in the field,numeric,DD,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,transect,The transect at the location the sample came from: 1 or 2,numeric,NA,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,number_deployed,Numer of squidpops deployed,integer,XX,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,bait_type,Type of bait used. Standard is squid.,text,NA,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,bait_missing_1_hr,Number of bait missing after 1 hour,integer,XX,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,stakes_remaining_1_hr,Number of stakes remaining after 1 hour,integer,XX,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,bait_missing_24_hr,Number of bait missing after 24 hours,integer,XX,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,stakes_remaining_24_hr,Number of stakes remaining after 24 hours,integer,XX,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,sample_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14717802.v1
PANELS,site metadata,site_code,NA,NA,NA,NA,NA,V2.1
PANELS,site metadata,location_name,NA,NA,NA,NA,NA,V2.1
PANELS,site metadata,panel_deployment_year,The year the panel was deployed in the field,text,NA,NA,NA,V2.1
PANELS,site metadata,panel_deployment_month,The month the panel was collected in the field,text,NA,NA,NA,V2.1
PANELS,site metadata,panel_deployment_day,The day the panel was collected in the field,text,NA,NA,NA,V2.1
PANELS,site metadata,sample_retrieval_year,NA,NA,NA,NA,NA,V2.1
PANELS,site metadata,sample_retrieval_month,NA,NA,NA,NA,NA,V2.1
PANELS,site metadata,sample_retrieval_day,NA,NA,NA,NA,NA,V2.1
PANELS,site metadata,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",numeric,NA,NA,NA,V2.1
PANELS,site metadata,decimal_latitude,"Latitude of the site location, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA,V2.1
PANELS,site metadata,decimal_longitude,"Longitude of the site location, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA,V2.1
PANELS,site metadata,salinity_ppt,"Salinity, measured with a probe, sonde, or refractometer, in parts per thousand",numeric,NA,NA,NA,V2.1
PANELS,site metadata,salinity_method,"Method used to measure salinity, such as ""YSI probe"" or ""refractometer""",text,NA,NA,NA,V2.1
PANELS,site metadata,dissolved_oxygen,Dissolved oxygen measured by a sonde or probe,numeric,NA,NA,NA,V2.1
PANELS,site metadata,dissolved_oxygen_unit,Unit associated with dissolved oxygen,text,NA,NA,NA,V2.1
PANELS,site metadata,dissolved_oxygen_method,"Method used to measure salinity, such as ""YSI probe""",text,NA,NA,NA,V2.1
PANELS,site metadata,site_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,V2.1
PANELS,topdown photos,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",numeric,NA,NA,NA,V2.1
PANELS,topdown photos,panel_id,"A unique ID assigned to each panel with the format ""year_site-code_age_replicate"" (ex. 2021_USA-MDA_30d_01). Type ""control"" as the panel ID on the eDNA sheet for samples without a panel ID. If you have deployments at multiple locations, include a unique location abbreviation after the site code (year_site-code-location_age_replicate) and indicate the full location name in the ""location_name"" column of the site metadata sheet.",text,NA,NA,NA,V2.1
PANELS,topdown photos,photo_filename,NA,NA,NA,NA,NA,V2.1
PANELS,topdown photos,topdown_photos_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,V2.1
PANELS,3D photos,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",numeric,NA,NA,NA,V2.1
PANELS,3D photos,panel_id,"A unique ID assigned to each panel with the format ""year_site-code_age_replicate"" (ex. 2021_USA-MDA_30d_01). Type ""control"" as the panel ID on the eDNA sheet for samples without a panel ID. If you have deployments at multiple locations, include a unique location abbreviation after the site code (year_site-code-location_age_replicate) and indicate the full location name in the ""location_name"" column of the site metadata sheet.",text,NA,NA,NA,V2.1
PANELS,3D photos,jpg_range,The range of numbers associated with the images taken for generating the 3D model. See the protocol for more information.,text,NA,NA,NA,V2.1
PANELS,3D photos,3d_photos_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,V2.1
PANELS,eDNA,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",numeric,NA,NA,NA,V2.1
PANELS,eDNA,panel_id,"A unique ID assigned to each panel with the format ""year_site-code_age_replicate"" (ex. 2021_USA-MDA_30d_01). Type ""control"" as the panel ID on the eDNA sheet for samples without a panel ID. If you have deployments at multiple locations, include a unique location abbreviation after the site code (year_site-code-location_age_replicate) and indicate the full location name in the ""location_name"" column of the site metadata sheet.",text,NA,NA,NA,V2.1
PANELS,eDNA,jonah_ventures_code,The code printed on the foil packet included with the eDNA kit.,text,NA,NA,NA,V2.1
PANELS,eDNA,eDNA_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,V2.1
PANELS,wet mass,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",numeric,NA,NA,NA,V2.1
PANELS,wet mass,panel_id,"A unique ID assigned to each panel with the format ""year_site-code_age_replicate"" (ex. 2021_USA-MDA_30d_01). Type ""control"" as the panel ID on the eDNA sheet for samples without a panel ID. If you have deployments at multiple locations, include a unique location abbreviation after the site code (year_site-code-location_age_replicate) and indicate the full location name in the ""location_name"" column of the site metadata sheet.",text,NA,NA,NA,V2.1
PANELS,wet mass,container_weight_g,The weight of the container prior to adding the sample,numeric,NA,NA,NA,V2.1
PANELS,wet mass,container_and_community_weight_g,The total weight of the community sample and the container,numeric,NA,NA,NA,V2.1
PANELS,wet mass,community_wet_weight_g,The total wet mass of the entire community that was scrapped off of the panel,numeric,NA,NA,NA,V2.1
PANELS,wet mass,wet_mass_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,V2.1
PANELS,species list,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",numeric,NA,NA,NA,V2.1
PANELS,species list,panel_id,"A unique ID assigned to each panel with the format ""year_site-code_age_replicate"" (ex. 2021_USA-MDA_30d_01). Type ""control"" as the panel ID on the eDNA sheet for samples without a panel ID. If you have deployments at multiple locations, include a unique location abbreviation after the site code (year_site-code-location_age_replicate) and indicate the full location name in the ""location_name"" column of the site metadata sheet.",text,NA,NA,NA,V2.1
PANELS,species list,scientific_name,NA,NA,NA,NA,NA,V2.1
PANELS,species list,identification_notes,NA,NA,NA,NA,NA,V2.1
PANELS,species list,sample_processing_person,NA,NA,NA,NA,NA,V2.1
PANELS,species list,photo_filename,NA,NA,NA,NA,NA,V2.1
PANELS,species list,species_list_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,V2.1
oyster reef habitats,sample metadata,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,sample metadata,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,sample metadata,reef_id,Unique numeric ID assigned to each reef at a location,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,sample metadata,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,sample metadata,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,sample metadata,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,sample metadata,reef_area_sq_m,Reef area in square meters,numeric,NA,square meters,NA,10.25573/serc.14714328.v1
oyster reef habitats,sample metadata,reef_area_method,"The method used to measure reef area: ""handheld gps"", ""drone"", ""transect tape""",text,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,sample metadata,data_entry_person,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,sample metadata,sample_metadata_notes,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,reef height data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,reef height data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,reef height data,reef_id,Unique numeric ID assigned to each reef at a location,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,reef height data,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,reef height data,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,reef height data,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,reef height data,point,"The point number associated with the reef height measurement (e.g. 1, 2, 3, 4, etc.)",numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,reef height data,reef_height,"The height of the reef at the associated point in either centimeters or meters. Specify the unit in the ""unit"" column",numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,reef height data,compass_direction,"The compass direction each point represents in the reef (N, S, E, W)",text,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,reef height data,unit,"The unit of reef height, either ""centimeters"" or ""meters""",text,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,reef_id,Unique numeric ID assigned to each reef at a location,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,transect,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,quadrat,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,box_count,The number of points occurring over oysters classified as box (dead and gaping with both bivalved shells still attached at the umbo) per quadrat,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,cultch_count,The number of points occurring over oysters classified as cultch (single shell or shell fragments) per quadrat,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,live_count,The number of points occurring over live oysters per quadrat,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,sediment_count,The number of points occurring over sediment,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,other_type,"Specify other type(s) of cover present in the quadrat, such as shell hash and rock.",text,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,other_count,"The cover associated with the cover type described in ""other_type"".",numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,primary substrate composition,primary_substrate_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,reef_id,Unique numeric ID assigned to each reef at a location,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,transect,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,quadrat,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,canopy_taxa_count,"The number of points occurring over species identified in ""scientific_name"" column",numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,composition - canopy taxa,canopy_taxa_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,reef_id,Unique numeric ID assigned to each reef at a location,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,transect,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,quadrat,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,oyster_type,"indicate whether oyster is ""live"" or ""box""",text,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,height_mm,The height of the oyster from umbo to distal edge of the shell,numeric,NA,millimeters,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation length,sample_height_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,reef_id,Unique numeric ID assigned to each reef at a location,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,transect,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,quadrat,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,oyster_type,"indicate whether oyster is ""live"" or ""box""",text,NA,NA,NA,10.25573/serc.14714328.v1
