protocol,table,attribute,definition,variable_type,field_type,format_text,unit,version
Marsh Composition and Allometry,non-living cover data,open_water,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,non-living cover data,wrack,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,non-living cover data,physical_disturbance_Y_N,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,non-living cover data,physical_disturbance_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,non-living cover data,non_living_cover_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,quadrat_section,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,stem_count,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,high_abundance_method,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem count,allometry_stem_count_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,stem_number,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,stem_height_cm,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,stem_diameter_base,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,stem_diameter_40cm,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,allometry - stem measurements,allometry_stem_measurements_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,shrub_count,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub count per quadrat,shrub_count_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,bush_id,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,stem_count_alive,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,stem_count_dead,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,height_cm,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,dimension_x_cm,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,dimension_y_cm,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub dimensions and stem count,shrub_dimensions_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,bush_id,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,stem_number,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,stem_diameter_mm,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,alive_or_dead,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Composition and Allometry,shrub stem measurements,shrub_stem_measurements_notes,NA,NA,NA,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,data_collector,Name(s) of data collector(s),pii,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,data_entry_person,Full name of data entry person,pii,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,sample metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,count,The count of each epifauna species in the quadrat,measurement,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,count,The count of each species in the sample,measurement,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna abundance,epifauna_abundance_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,crab_burrow_count,The count of crab burrows in the quadrat,measurement,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,crab burrow count,crab_burrow_counts_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,sample_id,"Optional; use a numeric identifier for each sample measured (e.g. 1, 2, 3, etc.). Remember to only provide the measurements for the first 25 individuals per species in the quadrat",id,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,total_length_mm,"The total length of the bivalve or shelled gastropod, in millimeters",measurement,numeric,NA,millimeters,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,carapace_width_mm,"The measured carapace width for crabs ONLY, in mm",measurement,numeric,NA,millimeters,10.25573/serc.14896194.v1
Marsh Fauna,epifauna measurements,epifauna_measurements_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_processing_year,The year the sample was processed in the lab,date,numeric,YYYY,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_processing_month,The month the sample was processed in the lab,date,numeric,MM,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,sample_processing_day,The day the sample was processed in the lab,date,numeric,DD,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,count,The count of each epifauna species in the quadrat,measurement,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,count,The count of each species in the sample,measurement,numeric,NA,NA,10.25573/serc.14896194.v1
Marsh Fauna,infauna lab data,infauna_lab_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,NA,NA,NA,10.25573/serc.14896194.v1
Predation Assay,sample metadata,deployment_year,The year the predation assay bait was deployed in the field,NA,numeric,YYYY,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,deployment_month,The month the predation assay bait was deployed in the field,NA,numeric,MM,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,deployment_day,The day the panel predation assay bait deployed in the field,NA,numeric,DD,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,sample_deployment_time,The time the sample was deployed in the field in 24-hour format (local time),NA,time,HH:MM,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,data_entry_person,Full name of data entry person,pii,text,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data",note,text,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,deployment_year,The year the predation assay bait was deployed in the field,NA,numeric,YYYY,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,deployment_month,The month the predation assay bait was deployed in the field,NA,numeric,MM,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,deployment_day,The day the panel predation assay bait deployed in the field,NA,numeric,DD,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,number_deployed,Numer of squidpops deployed,measurement,integer,XX,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,bait_type,Type of bait used. Standard is squid.,categorical,text,NA,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,bait_missing_1_hr,Number of bait missing after 1 hour,measurement,integer,XX,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,stakes_remaining_1_hr,Number of stakes remaining after 1 hour,measurement,integer,XX,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,bait_missing_24_hr,Number of bait missing after 24 hours,measurement,integer,XX,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,stakes_remaining_24_hr,Number of stakes remaining after 24 hours,measurement,integer,XX,NA,10.25573/serc.14717802.v1
Predation Assay,sample data,sample_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14717802.v1
PANELS,site metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,V2.1
PANELS,site metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,V2.1
PANELS,site metadata,panel_deployment_year,The year the panel was deployed in the field,NA,text,NA,NA,V2.1
PANELS,site metadata,panel_deployment_month,The month the panel was collected in the field,NA,text,NA,NA,V2.1
PANELS,site metadata,panel_deployment_day,The day the panel was collected in the field,NA,text,NA,NA,V2.1
PANELS,site metadata,sample_retrieval_year,The year the sample was retrieved from the field,date,numeric,YYYY,NA,V2.1
PANELS,site metadata,sample_retrieval_month,The month the sample was retrieved from the field,date,numeric,MM,NA,V2.1
PANELS,site metadata,sample_retrieval_day,The day the sample was retrieved from the field,date,numeric,DD,NA,V2.1
PANELS,site metadata,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",id,numeric,NA,NA,V2.1
PANELS,site metadata,decimal_latitude,"Latitude of the site location, in decimal degrees (to five decimal places)",NA,numeric,xx.xxxxx,NA,V2.1
PANELS,site metadata,decimal_longitude,"Longitude of the site location, in decimal degrees (to five decimal places)",NA,numeric,xxx.xxxxx,NA,V2.1
PANELS,site metadata,salinity_ppt,"Salinity, measured with a probe, sonde, or refractometer, in parts per thousand",measurement,numeric,NA,NA,V2.1
PANELS,site metadata,salinity_method,"Method used to measure salinity, such as ""YSI probe"" or ""refractometer""",categorical,text,NA,NA,V2.1
PANELS,site metadata,dissolved_oxygen,Dissolved oxygen measured by a sonde or probe,measurement,numeric,NA,NA,V2.1
PANELS,site metadata,dissolved_oxygen_unit,Unit associated with dissolved oxygen,categorical,text,NA,NA,V2.1
PANELS,site metadata,dissolved_oxygen_method,"Method used to measure salinity, such as ""YSI probe""",categorical,text,NA,NA,V2.1
PANELS,site metadata,site_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,V2.1
PANELS,topdown photos,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",id,numeric,NA,NA,V2.1
PANELS,topdown photos,panel_id,"A unique ID assigned to each panel with the format ""year_site-code_age_replicate"" (ex. 2021_USA-MDA_30d_01). Type ""control"" as the panel ID on the eDNA sheet for samples without a panel ID. If you have deployments at multiple locations, include a unique location abbreviation after the site code (year_site-code-location_age_replicate) and indicate the full location name in the ""location_name"" column of the site metadata sheet.",id,text,NA,NA,V2.1
PANELS,topdown photos,photo_filename,"The filename of the image associated with the sample with the file extension included (e.g., ""usa-mda_site1_t1_q1-unknown-seagrass.jpg"")",NA,text,NA,NA,V2.1
PANELS,topdown photos,topdown_photos_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,V2.1
PANELS,3D photos,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",id,numeric,NA,NA,V2.1
PANELS,3D photos,panel_id,"A unique ID assigned to each panel with the format ""year_site-code_age_replicate"" (ex. 2021_USA-MDA_30d_01). Type ""control"" as the panel ID on the eDNA sheet for samples without a panel ID. If you have deployments at multiple locations, include a unique location abbreviation after the site code (year_site-code-location_age_replicate) and indicate the full location name in the ""location_name"" column of the site metadata sheet.",id,text,NA,NA,V2.1
PANELS,3D photos,jpg_range,The range of numbers associated with the images taken for generating the 3D model. See the protocol for more information.,NA,text,NA,NA,V2.1
PANELS,3D photos,3d_photos_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,V2.1
PANELS,eDNA,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",id,numeric,NA,NA,V2.1
PANELS,eDNA,panel_id,"A unique ID assigned to each panel with the format ""year_site-code_age_replicate"" (ex. 2021_USA-MDA_30d_01). Type ""control"" as the panel ID on the eDNA sheet for samples without a panel ID. If you have deployments at multiple locations, include a unique location abbreviation after the site code (year_site-code-location_age_replicate) and indicate the full location name in the ""location_name"" column of the site metadata sheet.",id,text,NA,NA,V2.1
PANELS,eDNA,jonah_ventures_code,The code printed on the foil packet included with the eDNA kit.,NA,text,NA,NA,V2.1
PANELS,eDNA,eDNA_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,V2.1
PANELS,wet mass,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",id,numeric,NA,NA,V2.1
PANELS,wet mass,panel_id,"A unique ID assigned to each panel with the format ""year_site-code_age_replicate"" (ex. 2021_USA-MDA_30d_01). Type ""control"" as the panel ID on the eDNA sheet for samples without a panel ID. If you have deployments at multiple locations, include a unique location abbreviation after the site code (year_site-code-location_age_replicate) and indicate the full location name in the ""location_name"" column of the site metadata sheet.",id,text,NA,NA,V2.1
PANELS,wet mass,container_weight_g,The weight of the container prior to adding the sample,measurement,numeric,NA,NA,V2.1
PANELS,wet mass,container_and_community_weight_g,The total weight of the community sample and the container,measurement,numeric,NA,NA,V2.1
PANELS,wet mass,community_wet_weight_g,The total wet mass of the entire community that was scrapped off of the panel,measurement,numeric,NA,NA,V2.1
PANELS,wet mass,wet_mass_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,V2.1
PANELS,species list,community_age,"The age of the community at retrieval time, either 30, 60, or 90 days",id,numeric,NA,NA,V2.1
PANELS,species list,panel_id,"A unique ID assigned to each panel with the format ""year_site-code_age_replicate"" (ex. 2021_USA-MDA_30d_01). Type ""control"" as the panel ID on the eDNA sheet for samples without a panel ID. If you have deployments at multiple locations, include a unique location abbreviation after the site code (year_site-code-location_age_replicate) and indicate the full location name in the ""location_name"" column of the site metadata sheet.",id,text,NA,NA,V2.1
PANELS,species list,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,V2.1
PANELS,species list,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,V2.1
PANELS,species list,sample_processing_person,The full name of the person processing the sample (no initials; ONLY one name per sample),pii,text,NA,NA,V2.1
